,uuid_store,owner_sore,owner_name,owner_last_name,store_name,latitude_coordinates,longitude_coordinates,description_store,image_store,store_phone_number,store_email,store_address,company_inscription,premium,product_type,modification_date,discharge_date
609,4116bdab-7b5c-4638-b35e-cbd90ea462c5,,Apolonia,Becerra,APERTURA DE FRUTERIA-VERDULERIA Y ALIMENTACION. CON OBRAS DE ACONDICIO,"438291,6","4471567,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 623458883,Apolonia_Becerra@pomares.org,"CALLE BLASA PEREZ,26",A85126812,True,X,2022-06-06,2022-06-06
612,6bdbde38-68d7-40a2-829b-d95f1a7cfbd6,,Diego,Leal,BAR NAPOLETANO,"438542,59","4471603,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 628869546,Diego_Leal@carbajo.com,"CALLE RADIO,3",A66852935,False,X,2022-06-06,2022-06-06
614,1b82ffde-7de8-4001-9f85-30e4acc9a7c3,,Samuel,Calvo,POLLERIA Y CONGELADOS,"439189,59","4471163,53","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 626138383,Samuel_Calvo@llopis.es,"CALLE ANTONIO DE LEYVA,82",A86296690,False,C,2022-06-06,2022-06-06
615,f44e9a0d-9b9d-47c8-8105-3099d2029724,,Pascual,Arrieta,ALARCON CHURRERIA,"439889,59","4471772,53","COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS, CHURRERIA CON OBRADOR",,+34 625319244,Pascual_Arrieta@cervera-orozco.es,"CALLE SAN DELFIN,10",A26173261,False,R,2022-06-06,2022-06-06
616,64419571-4690-4b08-96a2-bfc02d3a753d,,Jose Angel,Quirós,CARNICERIA DEL RIO,"437987,59","4470597,54",COMERCIO AL POR MENOR DE CARNICERIA,,+34 620489338,Jose_Angel_Quirós@barba-carbajo.es,"CALLE ALVAREZ ABELLAN,28",A52323506,True,C,2022-06-06,2022-06-06
620,6af3b56e-c382-45e2-9493-1d4bf71ff251,,Elisabet,Manjón,PESCADERIA OSCAR,"436109,6","4470061,55",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 625833433,Elisabet_Manjón@armengol-tolosa.com,"CALLE PARQUE EUGENIA DE MONTIJO,26",A36378804,False,P,2022-06-06,2022-06-06
622,f6d01c4f-6098-45db-8c52-74fc1287728d,,Ema,Poza,FRUTAS CONCHITA,"436830,6","4471049,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 629083306,Ema_Poza@bru-guillen.es,"PASEO MARCELINO CAMACHO,62",A15913542,False,F,2022-06-06,2022-06-06
624,2e9aff6a-6f63-4f98-92c7-f19b238879ca,,Federico,Antúnez,MIGAS,"438477,59","4471622,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 626505210,Federico_Antúnez@rubio-mateos.org,"CALLE GENERAL RICARDOS,98",A05134059,False,R,2022-06-06,2022-06-06
625,b0ee2432-2d2f-4dc8-af7d-cbd2f9e42c39,,Begoña,Garriga,AHORRA MAS,"436021,6","4469585,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 627589013,Begoña_Garriga@barroso-bayona.com,"CALLE AZCOITIA,60",A44834851,True,X,2022-06-06,2022-06-06
627,877cbe45-a079-4877-961d-e36b63bf5f17,,Irma,Ballester,AHORRA MAS,"436593,59","4469872,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 629639669,Irma_Ballester@duran.es,"CALLE FEDERICO GRASES,20",A36273360,False,X,2022-06-06,2022-06-06
628,5093638a-e6c2-489a-b6fc-be7cc971ae42,,Liliana,Verdú,BENJUMEA JIMENEZ GREGORIO,"439396,59","4472047,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",,+34 622611426,Liliana_Verdú@quintana.com,"CALLE ANTONIO LOPEZ,6",A21465586,False,X,2022-06-06,2022-06-06
633,e91392df-4ec7-4b26-a473-adef9cb2be3c,,Gloria,Grande,GRANJA ALCARRIA,"439451,59","4472015,53","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 622041926,Gloria_Grande@noriega-cobo.org,"CALLE ANTONIO LOPEZ,24",A26734067,False,C,2022-06-06,2022-06-06
636,52530fd6-bcc8-46a5-bf51-4f075a96fbd7,,Elba,Sierra,CARNICERIA RODRIGUEZ                              ,"438128,59","4470580,54",COMERCIO AL POR MENOR DE CARNICERIA,,+34 628529097,Elba_Sierra@lopez.org,"CALLE PELICANO,33",A98960518,False,C,2022-06-06,2022-06-06
638,d7c3a4ab-3379-4e2f-af9d-ee2651bac9c5,,Prudencio,Quevedo,ALIMENTACION,"438452,59","4471497,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 626798953,Prudencio_Quevedo@arnaiz.es,"CALLE SAN PATRICIO,1",A28403015,True,X,2022-06-06,2022-06-06
642,675088da-c938-413c-b454-7c1499e35ab1,,Marcos,Cadenas,DIA,"436220,59","4469567,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 628769750,Marcos_Cadenas@huertas.org,"CALLE EUGENIA DE MONTIJO,114",A41646547,True,X,2022-06-06,2022-06-06
644,27a1874b-3ab1-4fdc-8f44-1ccdbc348732,,Calisto,Mur,PALAZZO,"438452,59","4471497,54",COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,,+34 622712862,Calisto_Mur@zurita.es,"CALLE SAN PATRICIO,1",A29515390,True,H,2022-06-06,2022-06-06
646,2685c01c-07b1-481d-8582-c5c81b2519db,,Jose Luis,Luján,SUSO SU TIENDA,"437838,58","4469885,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",,+34 626513922,Jose_Luis_Luján@pons.es,"AVENIDA ABRANTES,145",A54026553,False,X,2022-06-06,2022-06-06
651,19648563-863c-422e-b0a0-c189db4d72c6,,Melisa,Cadenas,EL MERCADITO,"437835,59","4470801,54",COMERCIO AL POR MENOR DE CARNICERIA,,+34 626626609,Melisa_Cadenas@valles-sales.com,"CALLE MANUEL LAMELA,6",A96652613,True,C,2022-06-06,2022-06-06
654,5bac23dd-dbc4-437a-89b7-5d129ffa6dd8,,Encarnación,Morante,BONIPAN,"436999,6","4471415,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 627013964,Encarnación_Morante@hervia-bolanos.es,"CALLE LAGUNA,26",A95106123,True,R,2022-06-06,2022-06-06
655,785e7214-3035-4b7e-bb5a-51b0993eb11f,,Gastón,Olivé,POLLERIA/ PTO 20 Y 21,"437024,6","4471244,55","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 629260410,Gastón_Olivé@llamas.org,"CALLE LAGUNA,107",A57102216,True,C,2022-06-06,2022-06-06
658,a617358a-6def-4180-b709-e964a5ea104a,,Isabel,Tejero,FRUTAS Y VERDURAS JULIO,"437549,6","4471542,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 621062528,Isabel_Tejero@cobo.com,"CALLE ZAIDA,46",A92849102,True,F,2022-06-06,2022-06-06
659,e002d55b-ee49-4bc1-afe8-e7163e2f0bcf,,León,Río,EL PASTELLILLO,"437485,59","4469785,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 625030263,León_Río@arroyo.org,"CALLE ANCIU,7",A41892208,False,R,2022-06-06,2022-06-06
660,5e3e8141-1bfd-43a5-9e40-e918cf41bea3,,Loreto,Carretero,COVIRAN,"438709,59","4470780,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 625615315,Loreto_Carretero@estevez-hurtado.es,"AVENIDA OPORTO,22",A24532515,True,X,2022-06-06,2022-06-06
661,27adfa37-bba2-49bb-96b9-5d1781ba46be,,Sara,Barral,MIGUEL Y OLGA/PTO 1 Y 2A,"437317,6","4471822,55",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 629390696,Sara_Barral@garcia.com,"CALLE VIA CARPETANA,103",A86580198,False,C,2022-06-06,2022-06-06
669,19cba555-ecd6-415a-8b93-b5d64d3184b9,,Leocadio,Canet,PAN Y VICIOS,"438006,59","4470660,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 628111538,Leocadio_Canet@cruz-sabater.com,"PLAZA TARIFA,2",A10226487,False,R,2022-06-06,2022-06-06
674,4f27d173-0489-4cee-94a9-7ce5e6671cbc,,Dorotea,Talavera,FRUTERIA DEMARI ALIMENTACI0N,"438768,6","4472411,54",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 626817295,Dorotea_Talavera@juan-malo.com,"AVENIDA MANZANARES,84",A29374356,False,S,2022-06-06,2022-06-06
677,42eb07e9-c34c-4845-bc50-ede49cef7a92,,Yago,Nicolau,PESCADOS Y MARISCOS - QUESOS Y EMBUTIDOS,"437339,6","4470902,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 621184743,Yago_Nicolau@bueno.es,"CALLE MATILDE HERNANDEZ,100",A55801616,False,C,2022-06-06,2022-06-06
679,591fcdc8-03b3-480b-820a-9da17e06028a,,Pacífica,Peiró,MANOLO Y CARMEN FRUTOS SECOS ALIMENTACION,"436798,6","4470833,55",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 624920853,Pacífica_Peiró@uria.es,"AVENIDA NUESTRA SEÑORA DE FATIMA,19",A78696165,True,S,2022-06-06,2022-06-06
680,1fe512f0-31e0-4604-89c3-b1dfd1263d91,,Saturnina,Jerez,ALMACEN DE FRUTAS LA FAVORITA,"439534,59","4471530,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 620032856,Saturnina_Jerez@acedo-sastre.net,"CALLE INMACULADA CONCEPCION,40",A58176747,False,F,2022-06-06,2022-06-06
681,b7f4cf1e-5c98-40cd-ab5f-4ecc3c78d0e1,,Clara,Segura,RECOBAN SL,"438157,59","4470257,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 626332654,Clara_Segura@robledo.net,"AVENIDA ABRANTES,54",A90288571,False,X,2022-06-06,2022-06-06
682,ffd82eae-1656-49d7-a718-84e1cfbe2ccc,,Ignacio,Arcos,TARTAS NOA ESPINOZA,"439571,59","4471660,53","COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",,+34 624240465,Ignacio_Arcos@viana.es,"CALLE INMACULADA CONCEPCION,19",A55284507,False,R,2022-06-06,2022-06-06
683,f1624257-9e2a-412d-9b89-68ce8e532c3c,,Natanael,Salamanca,HELADOS FRUTOS SECOS PUEBLA,"439558,59","4471680,53",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 623061909,Natanael_Salamanca@larranaga.es,"CALLE INMACULADA CONCEPCION,32",A89013046,True,S,2022-06-06,2022-06-06
691,832238cb-c520-4fe4-b4d9-a6e77168cf49,,Constanza,Barbero,GRAN CARNICERIA HONORIO,"438271,59","4470794,54",COMERCIO AL POR MENOR DE CARNICERIA,,+34 627526327,Constanza_Barbero@bravo.com,"CALLE FRANCISCO DE ICAZA,7",A70237427,False,C,2022-06-06,2022-06-06
694,e0146238-7dd4-409c-9a08-0525bc5992fe,,Agapito,Bernad,MERCADONA,"438452,59","4471497,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 624907327,Agapito_Bernad@saez-barrio.es,"CALLE SAN PATRICIO,1",A20824127,False,X,2022-06-06,2022-06-06
697,47833ff6-5133-4e45-ab56-27f444de6143,,Tadeo,Perales,SALCHICHERIA M.MADRID,"438452,59","4471497,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 629919711,Tadeo_Perales@rivero.es,"CALLE SAN PATRICIO,1",A52297573,True,C,2022-06-06,2022-06-06
698,3fe7433b-20e2-462c-91b5-789709490d49,,Ruperta,Jover,FRUTERIA LA FAVORITA,"439165,59","4471136,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 624789804,Ruperta_Jover@alberdi.com,"CALLE ARROYO OPAÑEL,4",A25833541,True,F,2022-06-06,2022-06-06
699,c8f0bd15-6964-49db-8140-435f73f7276e,,Eloísa,Sotelo,COMERCIO DE ALIMENTACI0N,"438336,6","4471488,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 624228788,Eloísa_Sotelo@real.com,"CALLE GENERAL RICARDOS,117",A16038557,True,X,2022-06-06,2022-06-06
702,512e75b5-d233-434c-ba77-4331c8b93695,,Nilo,Escolano,FRUTOS SECOS GUILLEN HERMANOS,"436819,6","4471100,55",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 629683030,Nilo_Escolano@ramis.es,"CALLE OCA,110",A90761821,True,S,2022-06-06,2022-06-06
704,8febf96d-8b73-47d9-9201-f3047de4a9e2,,Verónica,Giner,COMERCIO DE ALIMENTACI0N (FRUTERIA),"436896,6","4470946,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 620646829,Verónica_Giner@martin.es,"AVENIDA NUESTRA SEÑORA DE FATIMA,3",A22438705,True,F,2022-06-06,2022-06-06
705,3469182f-2e29-42c4-9662-7fd5d3e35c55,,Viviana,Andres,PANADERIA LOLI,"435644,6","4469471,56",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 620600587,Viviana_Andres@roig.es,"CALLE JOSE CABRERA,8",A13523558,True,R,2022-06-06,2022-06-06
706,409eef56-7199-42a8-af4a-d689aa5fd1b0,,Abraham,Mancebo,PESCADERIA GERMAN Y ALBERTO,"438045,59","4470598,54",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 626653501,Abraham_Mancebo@casanova-sevilla.com,"CALLE JILGUERO,4",A82705227,True,P,2022-06-06,2022-06-06
710,19c1e9de-00cd-4ba0-9b74-81a4fd962525,,José Mari,Mínguez,BODEGAS ROJO,"438779,6","4472403,54",COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO,,+34 624265927,José_Mari_Mínguez@tomas.es,"AVENIDA MANZANARES,84",A96738358,False,B,2022-06-06,2022-06-06
715,7a141cc6-e1a9-4494-9d17-c2b7748d2d32,,Regina,Sancho,BAZAR,"435929,59","4468828,55",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 627096671,Regina_Sancho@maldonado.com,"CALLE ALLARIZ,6",A32837752,True,X,2022-06-06,2022-06-06
721,5c4892cb-a3ee-4f21-a8a3-2d98c5e10c59,,Antonia,Carvajal,CARREFOUR,"437024,6","4471244,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 620658382,Antonia_Carvajal@anton.com,"CALLE LAGUNA,107",A10181999,False,X,2022-06-06,2022-06-06
723,3a63ba56-aeb8-462e-a251-766248c8a8c0,,Ale,Fernandez,FRUTOSCSECOS PEPA,"437151,6","4471654,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 620294305,Ale_Fernandez@vives.net,"CALLE VIA CARPETANA,139",A47028853,True,R,2022-06-06,2022-06-06
728,b50b7e80-3212-4dfe-a421-9a0ecdfe1a17,,Tristán,Campillo,EROSKI,"439792,59","4471800,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 629505689,Tristán_Campillo@pareja.org,"CALLE ANTONIO LOPEZ,64",A63519296,True,X,2022-06-06,2022-06-06
734,e0d60274-b7e2-47f6-8425-e6960ec91a97,,Sergio,Hernández,TAHONA NATALI,"436570,6","4470563,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 621566486,Sergio_Hernández@cuenca.net,"AVENIDA NUESTRA SEÑORA DE FATIMA,61",A05062005,False,R,2022-06-06,2022-06-06
737,4af30648-b1eb-427c-819d-15369c99a5c2,,Santos,Vilanova,FRUTAS Y VERDURAS FRUYSAN,"438582,6","4472606,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 628138297,Santos_Vilanova@iglesias.es,"CALLE SAN DAMASO,12",A60900905,False,F,2022-06-06,2022-06-06
740,696d21fb-a848-4f9f-9652-644a8ea3d615,,Adán,Lledó,PRIMAPRIX,"435446,6","4469094,56",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 620627998,Adán_Lledó@casanovas-varela.es,"CALLE SAN OLEGARIO,6",A04779778,False,X,2022-06-06,2022-06-06
742,0e1b3e64-fa82-412a-a650-295efc279ad4,,Anastasio,Garzón,FRUTAS ARSENIO BEJARANO/BCAS 60 Y 62,"435660,6","4469582,56",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 628923890,Anastasio_Garzón@quiroga.net,"CALLE MASCARAQUE,8",A85371563,False,F,2022-06-06,2022-06-06
743,ef59cee4-1659-4a68-a946-1ebac47e3dff,,Cirino,Salmerón,CHARCUTERIA ANTONIO VARIANTES/PTO 36 Y 39,"437610,6","4471331,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 627113955,Cirino_Salmerón@rosello-mesa.es,"AVENIDA NUESTRA SEÑORA DE VALVANERA,70",A64406009,False,C,2022-06-06,2022-06-06
748,0f04e7b0-dcda-46dc-a367-fa219cada81f,,Vicente,Bosch,CARNICERIA JOSE Y FLOR,"437017,6","4470943,55",COMERCIO AL POR MENOR DE CARNICERIA,,+34 622842110,Vicente_Bosch@castells-rojas.net,"PASEO MARCELINO CAMACHO,28",A91783069,False,C,2022-06-06,2022-06-06
750,d81d92a6-54e5-4832-912b-bc948b8f2429,,Aránzazu,Casas,PANADERIA,"438428,59","4471345,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 621306646,Aránzazu_Casas@pol.org,"CALLE CAMINO VIEJO DE LEGANES,34",A07548740,True,R,2022-06-06,2022-06-06
751,27afcf6a-6bf2-4a5a-8ed8-9b1c1bc973a5,,Dorita,Sáenz,FRUTAS VERDURAS,"439672,59","4471909,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 624947229,Dorita_Sáenz@cerezo.es,"CALLE ANTONIO LOPEZ,43",A78323373,True,F,2022-06-06,2022-06-06
753,3c49b702-14a0-491c-9db8-619c4f83f9b6,,Anselma,Orozco,CERVECERIA EMPERADOR,"439396,59","4472047,53","COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",,+34 625424832,Anselma_Orozco@alberola.com,"CALLE ANTONIO LOPEZ,6",A12964180,True,R,2022-06-06,2022-06-06
757,896cf090-c851-4be4-9dcc-3e7fc03fc384,,Begoña,Capdevila,FRUTERIA,"435840,59","4468770,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 628752690,Begoña_Capdevila@ropero.com,"CALLE ALFONSO FERNANDEZ,20",A08274700,False,F,2022-06-06,2022-06-06
758,217d9bac-2572-416c-9387-34fcdd133433,,Ana Belén,Giner,FRUTAS J MUÃOZ VERDURAS/PTO 31A Y 32A  ,"438445,59","4470567,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 620178935,Ana_Belén_Giner@perez.com,"CALLE PELICANO,1",A23736092,True,F,2022-06-06,2022-06-06
760,6557cfdd-c22c-457b-ae4e-429527bf4f76,,Catalina,Herrera,FRUTERIA,"437367,6","4471442,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 628601294,Catalina_Herrera@alcala.org,"AVENIDA NUESTRA SEÑORA DE VALVANERA,95",A81721478,True,F,2022-06-06,2022-06-06
761,2be84075-4255-4243-9a23-1c5c2e70655c,,Federico,Briones,PASTELERIA  LA JOYA,"437380,6","4471946,55","COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",,+34 625253453,Federico_Briones@toro-riera.es,"CALLE FERNANDO MORA,87",A86841551,False,R,2022-06-06,2022-06-06
763,00d866b9-8e06-48a9-9748-b8fc2b6dd63c,,Cleto,Ortega,AUTOSERVICIO,"438693,59","4471528,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 624707740,Cleto_Ortega@vara.com,"CALLE RADIO,28",A27326235,False,X,2022-06-06,2022-06-06
772,547d08b2-b988-45e4-9e47-ab0593f2f1c1,,Serafina,Molina,ALIMENTACION,"436920,6","4471100,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",,+34 624655104,Serafina_Molina@vilar.org,"CALLE OCA,91",A05754080,True,X,2022-06-06,2022-06-06
773,417159e0-46aa-4175-a16e-0663fbd60ca0,,Angelina,Aguado,FRUTERIA,"439544,59","4471647,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 620831432,Angelina_Aguado@amor.es,"CALLE EDUARDO MARQUINA,10",A82629426,True,F,2022-06-06,2022-06-06
777,8e9e4b94-c1f9-4049-906b-8eb191aff14c,,Juanita,Sosa,CARNICERIA,"436593,59","4469872,55",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,,+34 623202374,Juanita_Sosa@boada.com,"CALLE FEDERICO GRASES,20",A35695439,False,C,2022-06-06,2022-06-06
780,866b0c6d-d499-450e-a76e-6767e476cdf1,,Amor,Ramis,RAMIRO,"436020,59","4469415,55","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 628155134,Amor_Ramis@puga.com,"CALLE POLVORANCA,13",A29601673,True,C,2022-06-06,2022-06-06
782,45ebb23a-f2c6-4e0a-ab09-d22883c6a6cb,,Jerónimo,Nebot,FRANCISCO LA CARNE,"438977,59","4471880,53",COMERCIO AL POR MENOR DE CARNICERIA,,+34 622246280,Jerónimo_Nebot@nunez.com,"CALLE JACINTO VERDAGUER,36",A61007114,False,C,2022-06-06,2022-06-06
784,f71dcc99-ca78-44e0-a414-114dcc3f4622,,Marino,Giralt,JAMONERIA,"437024,6","4471244,55",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 628338015,Marino_Giralt@lerma.com,"CALLE LAGUNA,107",A02464035,True,C,2022-06-06,2022-06-06
788,fc4582c7-f7f9-4ac0-8489-59a6f2825631,,Florencio,Feijoo,CARNICERIA LUIS MAZO,"439784,59","4471521,53",COMERCIO AL POR MENOR DE CARNICERIA,,+34 626471174,Florencio_Feijoo@ortega-vinas.es,"CALLE MARQUES DE JURA REAL,17",A19930205,True,C,2022-06-06,2022-06-06
789,6e42df53-f9eb-43b1-aeff-e395c5b1369e,,Magdalena,Criado,PANADERIA,"435681,6","4469582,56",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 622017031,Magdalena_Criado@lasa.com,"CALLE MASCARAQUE,6",A79652896,True,R,2022-06-06,2022-06-06
790,fb9c0033-e923-4c88-a984-6f69f7dbcb52,,Francisco Jose,Durán,ROTULO NO INFORMADO,"436656,59","4469730,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 627554358,Francisco_Jose_Durán@llanos-lozano.es,"CALLE AYAMONTE,2",A19219604,False,F,2022-06-06,2022-06-06
795,56c74ce0-160d-4925-8f92-31a4fc4b43c2,,Odalis,Gómez,ALMACEN DE LA FRUTA LA FAVORITA,"436589,59","4469796,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 623837455,Odalis_Gómez@botella.es,"PASEO CASTELLANOS,20",A76403796,True,F,2022-06-06,2022-06-06
800,9f5ad2f0-9b97-4262-abc3-dceebd9149d5,,Paola,Olivera,LIDL,"436726,59","4469730,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 621387802,Paola_Olivera@quevedo.com,"PASEO CASTELLANOS,39",A68510056,False,X,2022-06-06,2022-06-06
802,a21848b3-59f5-4a04-949c-f3d93670f273,,Inés,Paz,FRUTAS Y VERDURAS,"439857,59","4471529,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 626169171,Inés_Paz@bertran.com,"CALLE FERNANDO DIAZ DE MENDOZA,71",A44316053,False,F,2022-06-06,2022-06-06
807,d1c77018-9bdd-4428-a572-bafc9d4870ab,,Lucio,Marqués,EL SABROSO,"439396,59","4472047,53","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 620984525,Lucio_Marqués@sarabia-dominguez.es,"CALLE ANTONIO LOPEZ,6",A66376213,True,C,2022-06-06,2022-06-06
808,9fac1dd0-934d-44b2-8f84-f47cd088f76f,,Renato,Gomila,LA CARNICERIA,"439396,59","4472047,53",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,,+34 629771253,Renato_Gomila@cardenas-guijarro.es,"CALLE ANTONIO LOPEZ,6",A22037167,False,C,2022-06-06,2022-06-06
